4968	CAG AGG GGN GNT NTG TGK GKL KLI LIF	KLGGALQAK
34919	CAV AVQ VQA QAY AYR YRD RDN DNY NYG YGQ GQN QNF NFV FVF	KLGGALQAK
35748	CAV AVG VGV GVL VLR LRG RGQ GQA QAG AGT GTA TAL ALI LIF	KLGGALQAK
33840	CAE AEN ENM NMG MGG GGG GGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
33945	CAG AGA GAG AGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
33554	CAG AGA GAG AGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
34621	CAL ALM LME MEY EYG YGN GNK NKL KLV LVF	KLGGALQAK
25385	CAR ARG RGG GGG GGF GFK FKT KTI TIF	RAKFKQLL
35484	CAG AGV GVV VVT VTN TND NDY DYK YKL KLS LSF	KLGGALQAK
34633	CAR ARK RKY KYK YKL KLS LSF	KLGGALQAK
26548	CAV AVN VNQ NQA QAG AGT GTA TAL ALI LIF	KLGGALQAK
6686	CAG AGN GNY NYG YGG GGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
35909	CAY AYR YRE REN END NDM DMR MRF	KLGGALQAK
16650	CVV VVN VNM NMD MDN DNA NAR ARL RLM LMF	RAKFKQLL
34074	CAV AVE VEN ENN NNA NAG AGK GKS KST STF	KLGGALQAK
34722	CAV AVR VRD RDG DGA GAA AAG AGN GNK NKL KLT LTF	KLGGALQAK
35467	CAM AMS MSV SVF VFY FYN YNQ NQG QGG GGK GKL KLI LIF	KLGGALQAK
35168	CAV AVQ VQP QPQ PQI QIQ IQG QGA GAQ AQK QKL KLV LVF	KLGGALQAK
32417	CAE AER ERD RDG DGG GGG GGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
18087	CAL ALS LSE SEG EGT GTY TYK YKY KYI YIF	KLGGALQAK
2347	CAV AVS VST STG TGF GFQ FQK QKL KLV LVF	ELAGIGILTV
12507	CAL ALL LLI LIY IYG YGG GGY GYQ YQK QKV KVT VTF	RAKFKQLL
35470	CAV AVL VLG LGG GGG GGA GAD ADG DGL GLT LTF	KLGGALQAK
35808	CAT ATD TDE DEV EVY VYN YNN NND NDM DMR MRF	KLGGALQAK
16765	CAE AEN ENP NPS PSS SSA SAS ASK SKI KII IIF	RAKFKQLL
35658	CAA AAF AFS FSG SGG GGY GYN YNK NKL KLI LIF	KLGGALQAK
28595	CVV VVN VNW NWP WPG PGD GDM DMR MRF	KLGGALQAK
2275	CAV AVF	KLGGALQAK
5089	CAV AVS VSL SLG LGF GFS FSG SGS GSA SAR ARQ RQL QLT LTF	KLGGALQAK
29859	CAA AAS ASG SGG GGG GGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
29018	CAL ALQ LQR QRG RGT GTY TYK YKY KYI YIF	KLGGALQAK
35254	CAL ALS LSD SDS DSG SGG GGS GSY SYI YIP IPT PTF	AVFDRKSDAK
25107	CAA AAS ASE SET ETS TSY SYD YDK DKV KVI VIF	RAKFKQLL
34632	CAM AMR MRE REH EHP HPF	KLGGALQAK
34593	CAV AVK VKG KGT GTG TGA GAS ASG SGG GGG GGA GAD ADG DGL GLT LTF	KLGGALQAK
25920	CAG AGA GAG AGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
35562	CAV AVS VSP SPV PVS VSS SSG SGS GSA SAR ARQ RQL QLT LTF	KLGGALQAK
35613	CAL ALS LSD SDQ DQF QFK FKA KAA AAG AGN GNK NKL KLT LTF	KLGGALQAK
26615	CAA AAK AKE KEG EGG GGS GSE SEK EKL KLV LVF	RAKFKQLL
36206	CAV AVK VKG KGR GRG RGD GDT DTG TGR GRR RRA RAL ALT LTF	KLGGALQAK
34758	CVV VVN VNR NRR RRY RYP YPG PGN GNQ NQF QFY FYF	KLGGALQAK
25282	CAV AVG VGP GPT PTG TGK GKL KLI LIF	KLGGALQAK
187	CAV AVK VKG KGG GGG GGA GAD ADG DGL GLT LTF	ELAGIGILTV
23243	CAT ATH THG HGG GGG GGG GGN GNK NKL KLT LTF	KLGGALQAK
26479	CAV AVL VLL LLF LFN FNT NTD TDK DKL KLI LIF	KLGGALQAK
104	CGT GTD TDS DSN SND NDY DYK YKL KLS LSF	KLGGALQAK
35315	CAV AVE VEQ EQD QDS DSN SNY NYQ YQL QLI LIW	KLGGALQAK
35638	CAV AVR VRD RDI DIL ILK LKA KAA AAG AGN GNK NKL KLT LTF	KLGGALQAK
34124	CAV AVL VLN LNS NSG SGG GGY GYQ YQK QKV KVT VTF	KLGGALQAK
28933	CAG AGT GTY TYG YGG GGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
35853	CAV AVT VTP TPP PPG PGD GDM DMR MRF	KLGGALQAK
35745	CAV AVW VWY WYM YMR MRF	KLGGALQAK
35029	CLV LVV VVF VFG FGA GAG AGS GSY SYQ YQL QLT LTF	KLGGALQAK
34316	CAE AES ESG SGY GYS YSS SSA SAS ASK SKI KII IIF	KLGGALQAK
31619	CAE AED EDY DYG YGG GGS GSQ SQG QGN GNL NLI LIF	GILGFVFTL
6946	CAV AVQ VQA QAF AFV FVE VEE EET ETS TSG SGS GSR SRL RLT LTF	GILGFVFTL
34983	CAL ALS LSE SET ETM TMD MDS DSN SNY NYQ YQL QLI LIW	KLGGALQAK
25016	CAV AVM VMK MKD KDP DPN PNA NAG AGG GGT GTS TSY SYG YGK GKL KLT LTF	IVTDFSVIK
34709	CAG AGP GPQ PQT QTL TLS LSG SGG GGY GYN YNK NKL KLI LIF	KLGGALQAK
5640	CAF AFM FMV MVN VNA NAG AGG GGT GTS TSY SYG YGK GKL KLT LTF	GILGFVFTL
35178	CAI AIG IGP GPG PGN GNM NML MLT LTF	KLGGALQAK
34565	CAL ALS LSE SEE EEV EVD VDY DYG YGN GNN NNR NRL RLA LAF	KLGGALQAK
25270	CAA AAS ASE SET ETS TSY SYD YDK DKV KVI VIF	RAKFKQLL
35964	CAA AAS ASA SAN ANN NNY NYG YGQ GQN QNF NFV FVF	AVFDRKSDAK
35668	CAA AAF AFT FTS TSG SGT GTY TYK YKY KYI YIF	KLGGALQAK
17040	CAM AMN MNY NYG YGG GGS GSQ SQG QGN GNL NLI LIF	KLGGALQAK
35477	CAV AVQ VQA QAR ART RTD TDK DKL KLI LIF	KLGGALQAK
34697	CAL ALI LIN INT NTS TSG SGT GTY TYK YKY KYI YIF	KLGGALQAK
21476	CVV VVS VSE SEN ENT NTG TGF GFQ FQK QKL KLV LVF	RAKFKQLL
35667	CAA AAS ASA SAD ADA DAR ARL RLM LMF	KLGGALQAK
25029	CIV IVM VMD MDD DDF DFQ FQK QKL KLV LVF	RAKFKQLL
25806	CAA AAM AME MET ETS TSY SYD YDK DKV KVI VIF	RAKFKQLL
26127	CAM AMR MRE RED EDD DDR DRD RDS DST STL TLG LGR GRL RLY LYF	RAKFKQLL
7674	CAA AAS ASE SET ETS TSY SYD YDK DKV KVI VIF	RAKFKQLL
34931	CAL ALI LIR IRA RAD ADS DSW SWG WGK GKF KFQ FQF	KLGGALQAK
34081	CAT ATD TDD DDM DMR MRF	KLGGALQAK
34956	CAL ALS LSE SEA EAF AFS FSG SGN GNT NTP TPL PLV LVF	KLGGALQAK
23828	CAG AGS GST STT TTD TDS DSW SWG WGK GKL KLQ LQF	KLGGALQAK
22358	CAV AVP VPY PYN YNQ NQG QGG GGK GKL KLI LIF	RAKFKQLL
34902	CAA AAS ASV SVW VWY WYA YAR ARL RLM LMF	KLGGALQAK
32524	CAV AVV VVR VRG RGI GIS ISR SRW RWH WHQ HQN QNA NAG AGG GGT GTS TSY SYG YGK GKL KLT LTF	GILGFVFTL
7356	CAV AVS VSE SEY EYS YST STL TLT LTF	RAKFKQLL
35649	CAL ALS LSE SEL ELD LDT DTD TDK DKL KLI LIF	KLGGALQAK
27090	CAV AVQ VQP QPG PGA GAN ANN NNL NLF LFF	KLGGALQAK
36231	CAL ALS LSE SEA EAG AGN GNF NFN FNK NKF KFY FYF	KLGGALQAK
