442	CVV VVN VNE NEN ENN NND NDM DMR MRF	YLQPRTFLL
207	CAL ALS LSE SES ESM SME MEY EYG YGN GNK NKL KLV LVF	TTDPSFLGRY
174	CGT GTQ TQS QSS SSN SND NDY DYK YKL KLS LSF	TTDPSFLGRY
353	CAA AAS ASV SVI VIW IWG WGS GSS SSA SAS ASK SKI KII IIF	TTDPSFLGRY
491	CVV VVN VNN NNN NNN NND NDM DMR MRF	YLQPRTFLL
335	CAR ARG RGG GGA GAT ATN TNK NKL KLI LIF	TTDPSFLGRY
21	CAV AVR VRD RDW DWD WDQ DQF QFY FYF	LTDEMIAQY
121	CAV AVK VKD KDY DYG YGG GGS GSQ SQG QGN GNL NLI LIF	LTDEMIAQY
42	CAS ASA SAG AGG GGG GGN GNK NKL KLT LTF	LTDEMIAQY
187	CAM AMR MRA RAT ATG TGG GGF GFK FKT KTI TIF	TTDPSFLGRY
277	CAV AVP VPG PGR GRG RGY GYQ YQK QKV KVT VTF	TTDPSFLGRY
257	CAG AGQ GQL QLG LGT GTG TGN GNQ NQF QFY FYF	TTDPSFLGRY
590	CAL ALT LTY TYS YSG SGG GGY GYN YNK NKL KLI LIF	YLQPRTFLL
577	CAL ALY LYN YNT NTD TDK DKL KLI LIF	YLQPRTFLL
424	CAR ARM RMD MDS DSN SNY NYQ YQL QLI LIW	YLQPRTFLL
127	CAM AMR MRS RSN SNY NYQ YQL QLI LIW	LTDEMIAQY
407	CAF AFG FGD GDT DTG TGR GRR RRA RAL ALT LTF	YLQPRTFLL
397	CAV AVT VTN TNS NSN SNY NYQ YQL QLI LIW	YLQPRTFLL
159	CAM AMS MST STG TGN GNN NNA NAR ARL RLM LMF	TTDPSFLGRY
149	CAA AAS ASV SVG VGN GNN NNA NAR ARL RLM LMF	TTDPSFLGRY
560	CAG AGL GLN LND NDY DYK YKL KLS LSF	YLQPRTFLL
261	CVV VVN VNP NPL PLG LGS GSG SGG GGY GYN YNK NKL KLI LIF	TTDPSFLGRY
522	CAT ATP TPG PGG GGQ GQK QKL KLV LVF	YLQPRTFLL
300	CAM AMR MRE REP EPR PRS RSN SND NDY DYK YKL KLS LSF	TTDPSFLGRY
500	CVV VVN VNR NRR RRD RDD DDM DMR MRF	YLQPRTFLL
134	CAV AVL VLG LGV GVY VYN YNQ NQG QGG GGK GKL KLI LIF	TTDPSFLGRY
131	CAV AVR VRG RGG GGS GSG SGT GTY TYK YKY KYI YIF	LTDEMIAQY
550	CAA AAR ARE REG EGT GTG TGN GNQ NQF QFY FYF	YLQPRTFLL
58	CAG AGL GLN LNY NYG YGG GGS GSQ SQG QGN GNL NLI LIF	LTDEMIAQY
276	CAV AVP VPS PSY SYN YNT NTD TDK DKL KLI LIF	TTDPSFLGRY
548	CVV VVN VNN NNA NAD ADK DKL KLI LIF	YLQPRTFLL
177	CAM AMR MRD RDA DAG AGG GGG GGA GAD ADG DGL GLT LTF	TTDPSFLGRY
274	CAA AAV AVG VGG GGY GYQ YQK QKV KVT VTF	TTDPSFLGRY
194	CAT ATG TGG GGD GDS DSG SGA GAG AGS GSY SYQ YQL QLT LTF	TTDPSFLGRY
481	CAA AAS ASG SGG GGG GGG GGG GGA GAD ADG DGL GLT LTF	YLQPRTFLL
394	CVV VVN VNR NRY RYD YDG DGL GLT LTF	YLQPRTFLL
366	CAT ATD TDG DGG GGY GYK YKL KLS LSF	TTDPSFLGRY
528	CAA AAS ASN SNS NSQ SQE QET ETS TSG SGS GSR SRL RLT LTF	YLQPRTFLL
546	CAV AVS VSG SGG GGG GGA GAD ADG DGL GLT LTF	YLQPRTFLL
338	CAV AVR VRS RSS SSG SGG GGS GSY SYI YIP IPT PTF	TTDPSFLGRY
232	CAA AAS ASA SAG AGP GPI PIG IGF GFG FGN GNV NVL VLH LHC	TTDPSFLGRY
268	CGT GTG TGL GLA LAY AYN YNN NND NDM DMR MRF	TTDPSFLGRY
137	CAM AMR MRD RDT DTG TGR GRR RRA RAL ALT LTF	TTDPSFLGRY
331	CAV AVP VPF PFS FSG SGG GGY GYN YNK NKL KLI LIF	TTDPSFLGRY
462	CAA AAI AIN IND NDY DYK YKL KLS LSF	YLQPRTFLL
157	CAA AAG AGA GAG AGT GTA TAS ASK SKL KLT LTF	TTDPSFLGRY
