4968	CAS ASS SSL SLG LGQ GQG QGA GAS ASQ SQP QPQ PQH QHF	KLGGALQAK
34919	CAI AIS ISE SES ESN SNS NSN SNT NTG TGE GEL ELF LFF	KLGGALQAK
35748	CAS ASR SRP RPG PGR GRA RAD ADY DYG YGY GYT YTF	KLGGALQAK
33840	CAS ASS SSV SVR VRS RSG SGE GET ETQ TQY QYF	GILGFVFTL
33945	CAS ASS SSQ SQD QDR DRV RVR VRE RET ETQ TQY QYF	GILGFVFTL
33554	CAS ASS SSS SSR SRS RSA SAY AYE YEQ EQY QYF	GILGFVFTL
34621	CAS ASS SSH SHG HGW GWL WLA LAG AGG GGE GED EDT DTQ TQY QYF	KLGGALQAK
25385	CAS ASS SSL SLA LAD ADV DVG VGG GGP GPQ PQH QHF	RAKFKQLL
35484	CSV SVA VAG AGT GTG TGN GNT NTE TEA EAF AFF	KLGGALQAK
34633	CAS ASS SSL SLG LGG GGR GRN RNN NNE NEQ EQF QFF	KLGGALQAK
26548	CSG SGL GLA LAG AGG GGP GPG PGE GEQ EQY QYF	KLGGALQAK
6686	CAS ASS SSI SIR IRS RSD SDE DEK EKL KLF LFF	GILGFVFTL
35909	CAS ASS SSM SMV MVA VAG AGV GVY VYN YNE NEQ EQF QFF	KLGGALQAK
16650	CAS ASS SSQ SQR QRP RPS PSE SEV EVG VGE GEL ELF LFF	RAKFKQLL
34074	CAS ASS SSY SYP YPM PMG MGG GGA GAD ADG DGS GSQ SQE QET ETQ TQY QYF	KLGGALQAK
34722	CAS ASS SSG SGG GGT GTS TSG SGS GSN SNE NEQ EQF QFF	KLGGALQAK
35467	CSS SSP SPG PGG GGP GPN PNE NEK EKL KLF LFF	KLGGALQAK
35168	CAS ASS SSL SLS LSY SYN YNE NEQ EQF QFF	KLGGALQAK
32417	CAS ASS SSI SIR IRA RAA AAE AET ETQ TQY QYF	GILGFVFTL
18087	CAS ASS SSS SSR SRG RGR GRR RRD RDP DPG PGE GEL ELF LFF	KLGGALQAK
2347	CAS ASS SSL SLG LGE GET ETQ TQY QYF	ELAGIGILTV
12507	CAS ASS SSF SFS FSG SGN GNT NTG TGE GEL ELF LFF	RAKFKQLL
35470	CSF SFR FRI RIG IGG GGT GTE TEA EAF AFF	KLGGALQAK
35808	CAS ASR SRV RVG VGN GNT NTE TEA EAF AFF	KLGGALQAK
16765	CAS ASS SSQ SQR QRP RPS PSE SEV EVG VGE GEL ELF LFF	RAKFKQLL
35658	CAS ASS SSY SYS YSG SGS GSD SDT DTQ TQY QYF	KLGGALQAK
28595	CAS ASK SKS KSE SER ERG RGT GTY TYE YEQ EQY QYF	KLGGALQAK
