275	CA AA AL LN NT TG GN NQ QF FY YF	CA AS SS SL LA AG GN NE EQ QY YF	TTDPSFLGRY
197	CA AA AS SG GG GF FG GN NE EK KL LT TF	CA AS SS SA AG GD DY YG GY YT TF	TTDPSFLGRY
504	CV VV VN ND DG GN NK KL LV VF	CA AS SQ QE EL LD DT TG GE EL LF FF	YLQPRTFLL
100	CA AV VR RE ER RG GG GY YN NK KL LI IF	CA AS SS SY YT TR RL LV VQ QN NT TG GE EL LF FF	LTDEMIAQY
10	CA AG GR RS SN NA AG GK KS ST TF	CA AW WS SV VG GG GS SW WV VG GE EL LF FF	LTDEMIAQY
162	CA AL LG GG GS SQ QG GN NL LI IF	CA AS SS SM MR RS SG GS SD DE EQ QY YF	TTDPSFLGRY
289	CA AG GQ QP PA AG GT TA AL LI IF	CA AS SS SF FR RT TS SG GN NE EQ QY YF	TTDPSFLGRY
85	CV VV VT TS SR RD DH HL LR RA AN NA AG GG GT TS SY YG GK KL LT TF	CS SV VG GT TG GW WP PY YE EQ QY YF	LTDEMIAQY
291	CA AM MS SP PM MG GA AG GS SY YQ QL LT TF	CA AS SA AS SE EL LA AD DT TD DT TQ QY YF	TTDPSFLGRY
300	CA AM MR RE EP PR RS SN ND DY YK KL LS SF	CA AS SS SL LT TQ QG GF FT TE EA AF FF	TTDPSFLGRY
101	CA AA AS SN NQ QA AG GT TA AL LI IF	CA AS SI IG GM MY YR RN NE EQ QF FF	LTDEMIAQY
484	CA AV VG GL LT TW WG GK KL LQ QF	CS SA AR RD DG GG GT TD DT TQ QY YF	YLQPRTFLL
104	CA AT TP PR RS SG GG GS SY YI IP PT TF	CA AI IS SE EE EH HT TG GE EY YQ QP PQ QH HF	LTDEMIAQY
138	CA AS SP PN NY YG GN NM ML LT TF	CA AS SK KQ QG GW WS SN NQ QP PQ QH HF	TTDPSFLGRY
476	CA AV VR RD DA AS SG GA AA AG GN NK KL LT TF	CA AS SS SA AP PD DR RG GN NT TE EA AF FF	YLQPRTFLL
438	CA AV VT TP PL LY YG GG GS SQ QG GN NL LI IF	CA AS SS SL LV VG GT TS SG GR RP PA AG GD DE EQ QF FF	YLQPRTFLL
558	CA AL LG GG GS SN ND DY YK KL LS SF	CA AS SS SL LA AG GG GF FT TG GE EL LF FF	YLQPRTFLL
190	CA AE EF FT TR RQ QA AG GT TA AL LI IF	CA AS SS SL LS SA AG GL LD DE EQ QF FF	TTDPSFLGRY
32	CA AL LR RI IY YN NQ QG GG GK KL LI IF	CA AS SS SV VG GL LA AG GV VY YS SY YN NE EQ QF FF	LTDEMIAQY
262	CA AL LD DT TG GN NQ QF FY YF	CA AS SN NP PG GH HS SN NQ QP PQ QH HF	TTDPSFLGRY
452	CL LV VG GD DT TY YS SG GA AG GS SY YQ QL LT TF	CA AS SS SL LL LG GE EP PG GE EA AF FF	YLQPRTFLL
90	CA AM MR RE EG GP PG GA AG GS SY YQ QL LT TF	CA AS SR RS SG GQ QR RN NT TE EA AF FF	LTDEMIAQY
460	CV VV VN NR RR RD DD DM MR RF	CA AS ST TE EG GN NT TG GE EL LF FF	YLQPRTFLL
69	CA AM MR RS SN NY YQ QL LI IW	CA AS SS SE EA AQ QG GP PQ QH HF	LTDEMIAQY
572	CV VV VN NK KE ED DD DM MR RF	CA AT TL LT TD DA AN NT TG GE EL LF FF	YLQPRTFLL
161	CA AA AS SL LS SL LN NS SG GY YA AL LN NF	CA AS SS SP PG GR RM MS SS SR RY YE EQ QY YF	TTDPSFLGRY
187	CA AM MR RA AT TG GG GF FK KT TI IF	CA AS SS SL LT TQ QG GL LN NT TE EA AF FF	TTDPSFLGRY
366	CA AT TD DG GG GY YK KL LS SF	CA AS SS SF FA AG GT TA AD DY YN NS SP PL LH HF	TTDPSFLGRY
229	CA AL LK KG GM MN NR RD DD DK KI II IF	CA AS SS SL LG GR RG GS SN NT TQ QY YF	TTDPSFLGRY
560	CA AG GL LN ND DY YK KL LS SF	CA AS ST TG GA AD DT TQ QY YF	YLQPRTFLL
506	CA AL LS SG GQ QV VQ QD DQ QG GG GS SE EK KL LV VF	CA AS SS SH HD DI IE EA AF FF	YLQPRTFLL
439	CV VV VN NI ID DT TD DK KL LI IF	CA AS SP PD DA AN NT TG GE EL LF FF	YLQPRTFLL
198	CA AV VA AP PS SL LG GF FG GN NV VL LH HC	CA AS ST TK KG GG GT TD DT TQ QY YF	TTDPSFLGRY
158	CA AF FS SS SG GN NT TP PL LV VF	CA AS SS SQ QE ED DR RW WV VI IG GE EL LF FF	TTDPSFLGRY
2	CA AV VR RT TS SG GT TY YK KY YI IF	CA AS SS SE EG GI IT TS SN NQ QP PQ QH HF	LTDEMIAQY
312	CA AV VW WD DN NQ QG GG GK KL LI IF	CS SV VE ES SS SG GS SY YE EQ QY YF	TTDPSFLGRY
56	CA AG GN NA AG GN NM ML LT TF	CA AS ST TG GP PG GG GL LA AA AG GE EQ QY YF	LTDEMIAQY
282	CA AA AT TP PG GS SN NY YK KL LT TF	CA AS SS SF FT TP PG GG GQ QE ET TQ QY YF	TTDPSFLGRY
39	CA AV VG GP PS SG GG GG GA AD DG GL LT TF	CA AS SS SP PV VG GW WD DT TE EA AF FF	LTDEMIAQY
433	CV VV VN NR RA AD DK KL LI IF	CA AS SS SP PD DI IE EQ QY YF	YLQPRTFLL
244	CL LV VG GD DT TG GT TG GG GF FK KT TI IF	CA AS ST TS SG GG GT TQ QH HF	TTDPSFLGRY
570	CV VV VN NR RD DD DK KI II IF	CA AS SS SE ES SN NS SL LE EA AF FF	YLQPRTFLL
13	CA AV VN NS SG GG GS SN NY YK KL LT TF	CS SV VH HQ QG GW WP PY YE EQ QY YF	LTDEMIAQY
79	CA AV VP PS SG GY YA AL LN NF	CA AT TT TE EQ QG GS SL LI IE EQ QY YF	LTDEMIAQY
419	CA AV VN NR RD DD DK KI II IF	CA AS SS SL LD DI IE EA AF FF	YLQPRTFLL
325	CA AV VS SL LG GN NR RL LA AF	CA AS SG GI IA AG GP PT TD DT TQ QY YF	TTDPSFLGRY
279	CA AV VR RD DR RW WD DD DY YK KL LS SF	CA AC CA AG GF FL LH HH HT TG GE EL LF FF	TTDPSFLGRY
258	CA AV VR RV VP PS SG GA AG GS SY YQ QL LT TF	CA AS SR RE ET TG GR RA AA AG GN NT TI IY YF	TTDPSFLGRY
331	CA AV VP PF FS SG GG GY YN NK KL LI IF	CA AT TS SR RA AG GQ QG GH HE EQ QY YF	TTDPSFLGRY
273	CA AA AS SE EG GQ QK KL LL LF	CA AS ST TL LD DI IL LG GY YT TF	TTDPSFLGRY
397	CA AV VT TN NS SN NY YQ QL LI IW	CA AS SR RL LG GT TG GE EV VG GE EL LF FF	YLQPRTFLL
316	CA AL LS SE EA AS SH HL LF FQ QG GA AQ QK KL LV VF	CA AT TT TG GG GP PE EE EK KL LF FF	TTDPSFLGRY
486	CV VV VN NM ME ED DK KL LV VF	CA AS SL LR RQ QN NS SG GE EQ QF FF	YLQPRTFLL
557	CV VV VN ND DG GN ND DM MR RF	CA AS SS SD DL LD DT TG GE EL LF FF	YLQPRTFLL
132	CA AA AS SA AF FI IS SN NT TG GK KL LI IF	CA AS SS SD DD DG GT TG GI IE ET TQ QY YF	TTDPSFLGRY
145	CA AA AG GG GS SQ QG GN NL LI IF	CA AS SS SS SR RA AG GA AT TD DT TQ QY YF	TTDPSFLGRY
497	CV VV VN NM MP PG GA AG GS SY YQ QL LT TF	CA AS SS SP PV VA AG GG GN NT TG GE EL LF FF	YLQPRTFLL
406	CG GA AE ET TS SG GS SR RL LT TF	CA AS SS SL LA AE EG GP PR RY YG GY YT TF	YLQPRTFLL
519	CA AV VP PP PG GF FQ QK KL LV VF	CA AS SS SQ QD DG GG GG GN NT TE EA AF FF	YLQPRTFLL
25	CA AA AL LG GN NQ QF FY YF	CA AS SS SL LG GA AG GT TY YE EQ QY YF	LTDEMIAQY
559	CA AV VN NT TL LM MY YS SG GG GG GA AD DG GL LT TF	CA AS SS SP PD DI IE EA AF FF	YLQPRTFLL
192	CA AL LG GG GS SQ QG GN NL LI IF	CA AS SS SL LR RS SG GQ QD DE EQ QF FF	TTDPSFLGRY
203	CA AV VR RT TS SG GT TY YK KY YI IF	CA AS SS SI IP PA AS SG GT TL LE EQ QF FF	TTDPSFLGRY
293	CA AL LG GG GS SQ QG GN NL LI IF	CA AS SS SY YR RD DG GG GD DE EQ QY YF	TTDPSFLGRY
234	CA AA AS SV VV VS SM MD DS SS SY YK KL LI IF	CA AS SS SP PN NQ QG GL LT TQ QY YE EQ QY YF	TTDPSFLGRY
114	CA AM MR RS SN NY YQ QL LI IW	CA AT TQ QR RN NQ QE ET TQ QY YF	LTDEMIAQY
310	CL LV VG GD DI IP PP PM MK KL LI IF	CA AS SS SP PG GT TS SN NT TG GE EL LF FF	TTDPSFLGRY
529	CA AE EK KR RS SS SG GD DK KL LT TF	CA AS SS SL LD DI IK KA AF FF	YLQPRTFLL
498	CA AA AS SG GL LK KM MD DS SS SY YK KL LI IF	CA AS SS SS ST TP PN NR RG GL LA AV VG GQ QY YF	YLQPRTFLL
189	CA AV VD DQ QT TG GA AN NN NL LF FF	CA AS SS SL LT TG GT TS SN NQ QP PQ QH HF	TTDPSFLGRY
66	CA AL LR RS SN NY YQ QL LI IW	CA AW WG GL LA AG GG GP PI IE EQ QF FF	LTDEMIAQY
201	CA AL LM MG GS SQ QG GN NL LI IF	CA AS SS SL LD DS SP PY YE EQ QY YF	TTDPSFLGRY
270	CA AL LN NN NA AG GN NM ML LT TF	CA AS SE EE EG GY YS SN NQ QP PQ QH HF	TTDPSFLGRY
153	CA AV VP PA AF FG GN NE EK KL LT TF	CA AS SS SP PT TS SG GS ST TD DT TQ QY YF	TTDPSFLGRY
422	CA AA AS SK KG GT TG GF FQ QK KL LV VF	CA AS SS SH HP PS SE EG GS SR RK KK KY YE EQ QY YF	YLQPRTFLL
556	CA AL LI ID DP PY YN NA AG GN NM ML LT TF	CA AS SS SL LG GG GG GK KI IS SY YN NE EQ QF FF	YLQPRTFLL
49	CA AF FM MK KL LY YN NF FN NK KF FY YF	CA AS SS SG GP PL LA AG GR RR RT TD DT TQ QY YF	LTDEMIAQY
546	CA AV VS SG GG GG GA AD DG GL LT TF	CA AS SS SV VG GA AG GS SN NQ QP PQ QH HF	YLQPRTFLL
516	CA AF FM MK KH HY YQ QN NS SG GG GS SN NY YK KL LT TF	CA AS SS SQ QD DN NY YG GG GS SP PL LH HF	YLQPRTFLL
280	CA AM MS SL LG GS SF FG GN NV VL LH HC	CA AS SN NP PG GG GV VE ET TQ QY YF	TTDPSFLGRY
271	CA AE EV VN NG GG GS SQ QG GN NL LI IF	CA AS SS SP PK KT TG GR RH HQ QE ET TQ QY YF	TTDPSFLGRY
242	CA AV VL LG GG GG GG GA AD DG GL LT TF	CA AS SS SV VY YE EL LS SL LP PG GA AA AQ QY YF	TTDPSFLGRY
358	CA AL LS ST TS SQ QG GN NL LI IF	CA AS SA AA AR RQ QG GS SD DE EQ QY YF	TTDPSFLGRY
540	CA AA AS SV VG GS SN NN NN ND DM MR RF	CA AS SS SP PT TG GE EP PN NY YG GY YT TF	YLQPRTFLL
330	CA AA AS SV VG GV VN NF FN NK KF FY YF	CA AS SR RY YP PS SG GG GY YT TF	TTDPSFLGRY
152	CA AL LS SP PW WV VG GS SQ QG GN NL LI IF	CA AS SS SL LY YI IS SV VG GS SN NT TE EA AF FF	TTDPSFLGRY
409	CA AL LR RP PS SE ET TS SG GS SR RL LT TF	CA AS SS SL LG GA AS SS SY YN NE EQ QF FF	YLQPRTFLL
537	CV VV VS SD DT TN NN NA AG GN NM ML LT TF	CA AS SK KE ER RG GY YY YN NE EQ QF FF	YLQPRTFLL
360	CA AL LS SE EA AQ QY YN NN ND DM MR RF	CA AS SR RP PA AP PG GT TV VT TY YG GY YT TF	TTDPSFLGRY
60	CA AV VR RV VD DS SN NY YQ QL LI IW	CA AS SS SF FT TG GR RR RE ET TQ QY YF	LTDEMIAQY
315	CA AL LS SD DY YS SS SG GG GS SY YI IP PT TF	CA AS SS ST TA AR RL LG GD DT TG GE EL LF FF	TTDPSFLGRY
474	CA AM MK KG GN NT TG GG GF FK KT TI IF	CA AS SS SS SA AA AL LL LS SY YE EQ QY YF	YLQPRTFLL
319	CA AL LG GG GT TS SY YG GK KL LT TF	CA AS SS SI IE EW WS SG GG GQ QE ET TQ QY YF	TTDPSFLGRY
502	CA AA AI IG GA AD DG GL LT TF	CA AI IS SE ES SV VR RN NS SN NQ QP PQ QH HF	YLQPRTFLL
142	CA AM ME ET TG GN NQ QF FY YF	CA AS SD DS SG GY YT TE EA AF FF	TTDPSFLGRY
246	CA AA AN NS SG GG GY YQ QK KV VT TF	CA AT TG GQ QS SN NT TG GE EL LF FF	TTDPSFLGRY
133	CA AL LV VP PN NA AR RL LM MF	CA AS ST TD DR RW WA AG GD DT TQ QY YF	TTDPSFLGRY
373	CA AV VS SG GY YG GN NK KL LV VF	CA AS SS SS SS SG GP PV VN NE EQ QF FF	TTDPSFLGRY
115	CI IV VR RA AP PL LS SG GG GS SN NY YK KL LT TF	CA AS SS SL LS ST TS SG GR RT TL LD DT TE EA AF FF	LTDEMIAQY
402	CA AY YR RS SP PY YY YS SG GG GG GA AD DG GL LT TF	CA AS SS SF FG GD DR RG GR RE EK KL LF FF	YLQPRTFLL
228	CV VV VF FP PG GS SA AR RQ QL LT TF	CS SA AR RD DP PR RT TG GS SS SY YE EQ QY YF	TTDPSFLGRY
528	CA AA AS SN NS SQ QE ET TS SG GS SR RL LT TF	CA AS ST TN NW WG GL LR RQ QP PQ QH HF	YLQPRTFLL
11	CA AM MS SG GR RA AG GG GT TS SY YG GK KL LT TF	CA AS SS SL LV VE ET TN NY YG GY YT TF	LTDEMIAQY
334	CI IL LR RG GG GG GG GT TS SY YG GK KL LT TF	CA AS SS SD DQ QG GA AN NY YE EQ QY YF	TTDPSFLGRY
523	CV VV VN NN NN NN ND DM MR RF	CA AG GQ QG GM MN NT TG GE EL LF FF	YLQPRTFLL
176	CA AF FM MK KP PP PY YG GN NY YQ QL LI IW	CA AT TS SD DL LG GP PT TG GE EL LF FF	TTDPSFLGRY
91	CA AV VS SP PS SE EG GT TY YK KY YI IF	CA AS SS SL LD DD DG GD DR RW WG GY YT TF	LTDEMIAQY
391	CV VV VN NR RN NN ND DM MR RF	CA AS SM MD DE EN NT TG GE EL LF FF	YLQPRTFLL
449	CA AV VR RD DL LN NM MD DT TG GR RR RA AL LT TF	CA AS SS SL LG GG GE EG GK KT TQ QY YF	YLQPRTFLL
134	CA AV VL LG GV VY YN NQ QG GG GK KL LI IF	CA AS SS SF FP PL LG GG GY YG GY YT TF	TTDPSFLGRY
320	CA AA AI IL LG GF FG GN NE EK KL LT TF	CA AS SS SA AG GT TG GG GY YT TF	TTDPSFLGRY
143	CA AL LS SE EG GR RA AY YG GG GS SQ QG GN NL LI IF	CA AS SS SA AS SN NG GG GG GE ET TQ QY YF	TTDPSFLGRY
394	CV VV VN NR RY YD DG GL LT TF	CS SA AG GE ER RN NT TG GE EL LF FF	YLQPRTFLL
140	CA AM MR RD DW WA AL LT TG GG GG GN NK KL LT TF	CA AS SS SG GD DR RE EQ QF FF	TTDPSFLGRY
587	CV VV VN NN NP PD DS SG GY YA AL LN NF	CA AS SS SP PL LG GG GG GN NT TG GE EL LF FF	YLQPRTFLL
416	CV VV VN NK KG GD DK KI II IF	CA AS SS SP PD DI IE EA AF FF	YLQPRTFLL
256	CA AV VG GS SM MG GG GG GY YQ QK KV VT TF	CA AS SS SQ QY YR RE ET TS SD DT TQ QY YF	TTDPSFLGRY
23	CA AV VD DL LS SG GS SA AR RQ QL LT TF	CS SA AR RG GD DR RG GE EG GY YE EQ QY YF	LTDEMIAQY
298	CA AA AV VG GP PT TG GT TA AS SK KL LT TF	CA AS SS SW WT TS SG GS SY YE EQ QY YF	TTDPSFLGRY
220	CA AA AS SQ QD DS SW WG GK KL LQ QF	CA AS SS SL LA AS SG GQ QG GP PY YE EQ QY YF	TTDPSFLGRY
281	CV VV VN NA AP PS SG GG GY YN NK KL LI IF	CA AS SS SQ QE ED DA AG GF FS SY YN NE EQ QF FF	TTDPSFLGRY
111	CA AG GG GH HT TP PL LV VF	CA AS SS SL LT TD DL LY YG GY YT TF	LTDEMIAQY
163	CA AE ES SL LG GG GY YS ST TL LT TF	CA AS ST TD DS SD DT TQ QY YF	TTDPSFLGRY
571	CV VN NM MD DS SN NY YQ QL LI IW	CS SA AR RG GS SS SQ QW WE ET TQ QY YF	YLQPRTFLL
475	CG GG GN NR RD DD DK KI II IF	CA AS SS SP PD DI IE EQ QY YF	YLQPRTFLL
241	CA AV VR RD DR RM MN NR RD DD DK KI II IF	CA AS SS SL LT TD DS ST TD DT TQ QY YF	TTDPSFLGRY
24	CA AL LS SA AL LN NT TG GG GF FK KT TI IF	CA AS SH HP PG GT TG GT TS SS SY YN NS SP PL LH HF	LTDEMIAQY
468	CA AG GL LN NY YG GG GS SQ QG GN NL LI IF	CA AS SS SL LS SL LS SQ QG GS SF FG GY YT TF	YLQPRTFLL
