346	CAS ASS SSV SVD VDR DRA RAQ AQL QLF LFG FGY GYT YTF	TTDPSFLGRY
460	CAS AST STE TEG EGN GNT NTG TGE GEL ELF LFF	YLQPRTFLL
204	CAS ASS SSL SLL LLP LPE PEQ EQE QET ETQ TQY QYF	TTDPSFLGRY
406	CAS ASS SSL SLA LAE AEG EGP GPR PRY RYG YGY GYT YTF	YLQPRTFLL
172	CAS ASS SSP SPR PRD RDH DHQ HQE QET ETQ TQY QYF	TTDPSFLGRY
514	CAT ATG TGL GLA LAN ANT NTG TGE GEL ELF LFF	YLQPRTFLL
199	CAS ASR SRQ RQA QAG AGD GDE DEQ EQY QYF	TTDPSFLGRY
304	CSV SVE VEG EGD GDL DLS LSG SGD GDE DEQ EQF QFF	TTDPSFLGRY
218	CAS ASS SSP SPS PSG SGS GSL SLE LEQ EQY QYF	TTDPSFLGRY
156	CAS ASS SSW SWT WTS TSG SGS GSH SHE HEQ EQY QYF	TTDPSFLGRY
206	CAS ASW SWT WTD TDS DSQ SQG QGE GET ETQ TQY QYF	TTDPSFLGRY
161	CAS ASS SSP SPG PGR GRM RMS MSS SSR SRY RYE YEQ EQY QYF	TTDPSFLGRY
47	CAR ARR RRG RGD GDR DRA RAE AEQ EQY QYF	LTDEMIAQY
231	CAS ASW SWT WTD TDD DDN DNQ NQP QPQ PQH QHF	TTDPSFLGRY
370	CAS ASS SSL SLY LYG YGQ GQS QSD SDS DSP SPL PLH LHF	TTDPSFLGRY
2	CAS ASS SSE SEG EGI GIT ITS TSN SNQ NQP QPQ PQH QHF	LTDEMIAQY
109	CAS ASS SSL SLK LKA KAP APP PPH PHS HSN SNT NTE TEA EAF AFF	LTDEMIAQY
585	CAI AIS ISG SGD GDP DPT PTG TGV GVN VNN NNE NEQ EQF QFF	YLQPRTFLL
463	CAS ASG SGD GDT DTN TNT NTG TGE GEL ELF LFF	YLQPRTFLL
349	CSA SAR ARD RDR DRE REG EGP GPN PNY NYE YEQ EQY QYF	TTDPSFLGRY
362	CAS ASR SRW RWT WTD TDG DGI GIM IMN MNT NTE TEA EAF AFF	TTDPSFLGRY
452	CAS ASS SSL SLL LLG LGE GEP EPG PGE GEA EAF AFF	YLQPRTFLL
263	CAS ASS SSV SVS VSY SYG YGY GYT YTF	TTDPSFLGRY
29	CAS ASS SST STG TGG GGR GRG RGE GEQ EQF QFF	LTDEMIAQY
264	CAS ASS SSL SLS LSS SSP SPF PFW FWE WEQ EQF QFF	TTDPSFLGRY
25	CAS ASS SSL SLG LGA GAG AGT GTY TYE YEQ EQY QYF	LTDEMIAQY
175	CSV SVA VAS ASS SSE SEA EAF AFF	TTDPSFLGRY
345	CAS ASS SSP SPR PRD RDW DWY WYN YNE NEQ EQF QFF	TTDPSFLGRY
332	CSA SAR ARD RDG DGD GDS DSI SIS ISY SYN YNE NEQ EQF QFF	TTDPSFLGRY
559	CAS ASS SSP SPD PDI DIE IEA EAF AFF	YLQPRTFLL
454	CAT ATQ TQD QDT DTN TNT NTG TGE GEL ELF LFF	YLQPRTFLL
461	CSA SAR ARD RDG DGV GVA VAH AHN HNT NTG TGE GEL ELF LFF	YLQPRTFLL
364	CSG SGK GKP KPR PRG RGG GGA GAI AIY IYE YEQ EQY QYF	TTDPSFLGRY
428	CAS ASS SSR SRD RDI DIE IEA EAF AFF	YLQPRTFLL
294	CSV SVE VEG EGT GTE TES ESY SYE YEQ EQY QYF	TTDPSFLGRY
11	CAS ASS SSL SLV LVE VET ETN TNY NYG YGY GYT YTF	LTDEMIAQY
193	CSA SAR ARD RDR DRT RTS TSG SGT GTY TYE YEQ EQY QYF	TTDPSFLGRY
42	CAS ASR SRE REG EGR GRA RAY AYN YNE NEQ EQF QFF	LTDEMIAQY
45	CAS ASL SLN LNR NRA RAA AAN ANT NTG TGE GEL ELF LFF	LTDEMIAQY
90	CAS ASR SRS RSG SGQ GQR QRN RNT NTE TEA EAF AFF	LTDEMIAQY
389	CAS ASS SSL SLD LDI DIE IEL ELF LFF	YLQPRTFLL
519	CAS ASS SSQ SQD QDG DGG GGG GGN GNT NTE TEA EAF AFF	YLQPRTFLL
274	CAS ASS SSY SYR YRG RGS GSS SSL SLS LSS SSY SYE YEQ EQY QYF	TTDPSFLGRY
8	CAS ASS SSD SDT DTQ TQG QGS GSQ SQP QPQ PQH QHF	LTDEMIAQY
382	CAS ASS SSL SLS LSA SAG AGL GLD LDE DEQ EQF QFF	TTDPSFLGRY
368	CAS ASS SSL SLD LDH DHP HPW PWG WGS GSP SPL PLH LHF	TTDPSFLGRY
31	CAS ASS SSY SYD YDN DNG NGG GGN GNT NTG TGE GEL ELF LFF	LTDEMIAQY
76	CAS ASS SSY SYS YSR SRP RPT PTG TGH GHT HTE TEA EAF AFF	LTDEMIAQY
77	CAS ASS SSL SLA LAS ASN SNQ NQP QPQ PQH QHF	LTDEMIAQY
16	CAS ASS SSL SLG LGG GGP GPG PGT GTG TGY GYE YEQ EQY QYF	LTDEMIAQY
0	CAS ASS SSL SLA LAG AGY GYE YEQ EQY QYF	LTDEMIAQY
129	CAS ASS SSY SYG YGP GPP PPY PYE YEQ EQY QYF	LTDEMIAQY
469	CAW AWD WDR DRD RDH DHN HNT NTG TGE GEL ELF LFF	YLQPRTFLL
6	CAS ASS SSL SLA LAL ALA LAG AGI GIR IRY RYN YNE NEQ EQF QFF	LTDEMIAQY
265	CAS ASS SSL SLR LRD RDS DSG SGD GDT DTQ TQY QYF	TTDPSFLGRY
473	CAW AWE WED EDR DRN RNT NTG TGE GEL ELF LFF	YLQPRTFLL
339	CAS ASS SSP SPL PLG LGT GTY TYE YEQ EQY QYF	TTDPSFLGRY
380	CAS ASS SSP SPL PLS LSG SGL GLK LKE KEY EYF	TTDPSFLGRY
221	CAS ASS SSL SLV LVP VPG PGH GHN HNE NEQ EQF QFF	TTDPSFLGRY
138	CAS ASK SKQ KQG QGW GWS WSN SNQ NQP QPQ PQH QHF	TTDPSFLGRY
101	CAS ASI SIG IGM GMY MYR YRN RNE NEQ EQF QFF	LTDEMIAQY
305	CAS ASS SSE SEK EKL KLP LPE PEF EFN FNQ NQP QPQ PQH QHF	TTDPSFLGRY
79	CAT ATT TTE TEQ EQG QGS GSL SLI LIE IEQ EQY QYF	LTDEMIAQY
247	CSV SVL VLT LTT TTG TGP GPG PGQ GQP QPQ PQH QHF	TTDPSFLGRY
520	CAS ASS SSL SLG LGI GIA IAK AKN KNI NIQ IQY QYF	YLQPRTFLL
388	CAS ASS SSQ SQD QDP DPG PGR GRG RGS GSP SPL PLH LHF	YLQPRTFLL
211	CAS ASS SSD SDR DRA RAG AGT GTD TDT DTQ TQY QYF	TTDPSFLGRY
233	CSV SVE VEE EEA EAG AGS GSY SYE YEQ EQY QYF	TTDPSFLGRY
201	CAS ASS SSL SLD LDS DSP SPY PYE YEQ EQY QYF	TTDPSFLGRY
327	CAS ASS SSL SLM LML MLG LGE GEE EET ETQ TQY QYF	TTDPSFLGRY
84	CAT ATS TSP SPH PHQ HQE QEG EGR GRT RTE TEA EAF AFF	LTDEMIAQY
116	CAS ASS SSR SRG RGT GTS TSG SGR GRG RGI GIN INE NEQ EQF QFF	LTDEMIAQY
243	CSV SVR VRL RLA LAG AGG GGS GSG SGE GET ETQ TQY QYF	TTDPSFLGRY
356	CAS AST STT TTG TGT GTG TGY GYA YAE AEA EAF AFF	TTDPSFLGRY
541	CAS ASS SSP SPD PDR DRG RGG GGG GGY GYT YTF	YLQPRTFLL
530	CAW AWG WGS GSM SMN MNT NTG TGE GEL ELF LFF	YLQPRTFLL
190	CAS ASS SSL SLS LSA SAG AGL GLD LDE DEQ EQF QFF	TTDPSFLGRY
91	CAS ASS SSL SLD LDD DDG DGD GDR DRW RWG WGY GYT YTF	LTDEMIAQY
481	CAS ASS SSY SYG YGN GNQ NQP QPQ PQH QHF	YLQPRTFLL
150	CAS ASR SRL RLQ LQG QGA GAG AGT GTE TEA EAF AFF	TTDPSFLGRY
75	CAS AST STT TTE TEE EEN ENR NRP RPY PYE YEQ EQY QYF	LTDEMIAQY
408	CAS ASS SSH SHG HGG GGP GPG PGG GGL GLN LNE NEQ EQF QFF	YLQPRTFLL
323	CAS ASS SSL SLE LEQ EQG QGL GLP LPH PHA HAQ AQY QYF	TTDPSFLGRY
552	CAI AIE IED EDL DLN LNT NTG TGE GEL ELF LFF	YLQPRTFLL
429	CAS ASS SSL SLV LVS VSP SPG PGF GFG FGT GTE TEA EAF AFF	YLQPRTFLL
41	CSV SVG VGT GTG TGW GWP WPY PYE YEQ EQY QYF	LTDEMIAQY
170	CAS ASS SSP SPQ PQG QGV GVT VTQ TQY QYF	TTDPSFLGRY
582	CAS ASS SSV SVA VAY AYR YRG RGN GNE NEQ EQF QFF	YLQPRTFLL
497	CAS ASS SSP SPV PVA VAG AGG GGN GNT NTG TGE GEL ELF LFF	YLQPRTFLL
485	CSA SAN ANR NRA RAG AGK GKN KNI NIQ IQY QYF	YLQPRTFLL
553	CSA SAR ARD RDR DRS RSS SSY SYE YEQ EQY QYF	YLQPRTFLL
451	CAS ASR SRY RYG YGG GGQ GQG QGD GDS DSE SEQ EQF QFF	YLQPRTFLL
568	CAS ASS SSE SES EST STG TGY GYG YGY GYT YTF	YLQPRTFLL
44	CAS ASS SSS SSR SRQ RQG QGP GPK PKE KEY EYG YGY GYT YTF	LTDEMIAQY
178	CAS ASD SDL DLL LLN LNR NRA RAS ASY SYE YEQ EQY QYF	TTDPSFLGRY
377	CAS ASS SSF SFT FTS TSG SGS GSY SYE YEQ EQY QYF	TTDPSFLGRY
67	CAS ASS SSL SLP LPG PGA GAR ARS RSG SGA GAN ANV NVL VLT LTF	LTDEMIAQY
159	CAS AST STD TDG DGG GGF GFG FGY GYT YTF	TTDPSFLGRY
369	CAS ASS SSL SLR LRS RSG SGL GLD LDT DTQ TQY QYF	TTDPSFLGRY
113	CAS ASS SSP SPL PLS LSY SYE YEQ EQY QYF	LTDEMIAQY
123	CAS ASS SSL SLT LTG TGT GTG TGA GAL ALY LYE YEQ EQY QYF	LTDEMIAQY
539	CAS ASS SSQ SQE QEG EGV GVG VGQ GQG QGW GWS WSP SPL PLH LHF	YLQPRTFLL
66	CAW AWG WGL GLA LAG AGG GGP GPI PIE IEQ EQF QFF	LTDEMIAQY
486	CAS ASL SLR LRQ RQN QNS NSG SGE GEQ EQF QFF	YLQPRTFLL
72	CAS ASV SVN VNP NPT PTG TGA GAK AKN KNI NIQ IQY QYF	LTDEMIAQY
384	CAS ASS SSE SED EDR DRG RGS GSY SYG YGY GYT YTF	TTDPSFLGRY
337	CAS ASS SSQ SQD QDG DGI GIA IAG AGY GYN YNE NEQ EQF QFF	TTDPSFLGRY
232	CAS ASS SSP SPG PGQ GQR QRS RSY SYN YNE NEQ EQF QFF	TTDPSFLGRY
466	CAW AWT WTR TRD RDR DRN RNT NTG TGE GEL ELF LFF	YLQPRTFLL
185	CAS ASS SSL SLT LTA TAP APT PTD TDT DTQ TQY QYF	TTDPSFLGRY
267	CSV SVR VRG RGR GRT RTH THN HNE NEQ EQF QFF	TTDPSFLGRY
216	CAS ASS SSS SSR SRG RGR GRT RTS TSS SSY SYE YEQ EQY QYF	TTDPSFLGRY
250	CSV SVE VEQ EQG QGT GTY TYE YEQ EQY QYF	TTDPSFLGRY
